id_transferencia,cantidad,cuenta_emisora,cuenta_receptora,fecha_movimiento
4280040457,1367.39,860,1156,2022-06-06
6812302840,8897.18,258,260,2023-05-05
1515393166,5330.13,413,549,2023-10-01
7036627058,9709.01,644,643,2024-01-04
5154186391,9419.17,305,465,2023-07-06
1437451152,8904.31,1059,1061,2023-05-05
7640091610,4150.59,128,129,2022-11-01
8057077543,8986.86,489,806,2024-09-01
8646495320,5499.58,745,1000,2023-02-06
6815434088,946.43,17,724,2022-09-01
2787258821,3732.57,1144,1143,2022-07-01
2968959816,2239.05,985,1154,2022-09-02
1440173604,5156.58,193,791,2024-10-03
1035196914,1026.58,960,495,2023-01-06
9620191888,2589.95,322,324,2023-08-03
6904715992,1.61,946,435,2023-01-02
1365888946,1806.53,193,1050,2024-04-03
5419465545,7637.11,390,146,2024-07-04
4126344765,1485.91,233,972,2023-02-04
10566802299,9382.65,541,542,2023-03-04
5984269208,2783.25,389,166,2022-08-04
2494744884,8795.42,293,375,2022-05-01
2272337087,2161.16,541,542,2023-11-02
1577949957,9331.05,610,817,2023-04-02
5134186289,305.88,637,917,2024-04-04
10586752712,1634.91,308,309,2024-06-02
5903059426,8976.91,985,1154,2024-04-02
6078363810,7632.07,324,835,2022-03-02
2986714603,5695.62,258,260,2023-11-05
8341419254,7074.82,297,504,2024-07-06
10528849228,2309.38,163,568,2024-08-02
8350748173,7132.87,425,763,2023-05-01
7104266453,231.24,331,796,2022-11-06
1040081862,7075.45,297,504,2024-01-04
6247513001,450.41,1029,555,2023-05-06
5102943193,757.49,1119,1171,2022-11-03
9537127409,3364.12,947,946,2022-01-02
5897197963,8484.73,1009,1005,2024-04-04
9660010227,919.91,733,5,2024-06-01
4488062989,371.64,1119,1171,2024-11-01
4312961414,6870.74,541,542,2023-08-06
2343544982,9098.25,660,661,2024-11-01
8921803226,334.5,1033,945,2024-11-02
8747105075,9408.92,880,878,2024-11-01
6000841916,1612.73,620,1048,2024-10-01
3533957926,3517.47,47,46,2024-09-03
9889919979,4235.71,524,386,2024-10-03
10245253767,6544.88,578,39,2024-02-01
8965995631,951.14,550,476,2024-01-06
2620528115,9320.37,580,515,2022-10-04
9216716446,9364.57,539,572,2023-03-03
7398999939,1151.64,261,262,2023-08-02
7336150336,2683.3,78,116,2024-04-02
7679822949,361.65,1009,1005,2022-09-01
6053345990,975.93,260,258,2022-10-01
1731570559,9592.53,910,909,2022-08-06
1368850798,5331.6,909,910,2025-01-01
4270922060,4373.75,443,790,2023-05-06
4548423633,3406.03,860,963,2023-04-05
7334009229,964.64,1033,1008,2024-02-05
5531229337,4900.2,612,920,2023-01-03
9741597145,7268.52,1119,1171,2022-10-01
3612140058,3400.32,309,308,2024-11-05
2982929403,3216.72,782,770,2024-08-01
6725928241,4568.7,320,318,2023-01-01
10017573090,6290.89,539,572,2024-07-04
2891729897,3021.33,260,258,2023-04-01
10862963269,1057.07,246,247,2024-01-02
5789373216,609.23,1096,939,2022-01-05
6440945646,5334.82,373,677,2022-01-02
6743991667,295.86,668,822,2024-09-03
2567051727,7219.19,403,993,2024-07-01
5034322859,786.95,258,260,2022-09-03
4561475589,3305.27,826,1173,2022-11-03
10889912242,4803.8,910,909,2022-07-05
4904824422,3409.39,324,433,2022-03-03
7490265646,4838.88,985,609,2024-02-04
9483183685,2017.29,1033,1008,2024-01-01
5742465183,5685.86,966,967,2024-05-01
7101846501,2646.96,425,59,2022-01-05
1945789690,3422.94,181,101,2024-01-03
2239971548,9335.65,524,630,2023-05-04
8305860618,8822.98,425,763,2022-11-03
2976527587,7254.06,596,595,2022-01-02
3632590087,8176.25,229,830,2022-07-01
10237173946,6356.39,390,146,2023-04-06
1307416017,7784.17,193,791,2025-01-02
8893142478,4729.71,260,258,2023-02-01
3190630864,557.6,385,471,2023-03-02
5507599395,9738.72,128,130,2024-09-06
6453673572,7085.96,1033,945,2024-05-02
4338782481,3639.97,1096,939,2024-02-05
6393398335,1233.34,637,917,2024-09-02
6457008314,7881.84,389,166,2022-04-06
3545077664,206.14,551,650,2024-01-05
1109270146,9418.99,1033,945,2023-07-06
10849052473,7604.57,841,350,2022-08-06
8073189124,122.03,421,632,2023-11-01
7467914937,8235.3,757,756,2022-08-06
10762155877,4050.89,659,535,2023-06-04
5928339734,3173.78,853,592,2022-06-06
8571752132,7956.6,611,1123,2022-01-02
6608833603,2338.53,258,260,2022-02-02
10617474883,1192.6,183,181,2023-01-06
5266470258,2544.38,345,295,2023-08-03
10324606857,4684.47,262,261,2024-02-01
3060386569,1847.37,876,143,2023-11-06
1439415262,6196.99,297,504,2024-01-01
4258049900,9462.87,385,384,2025-01-05
3949645383,4132.31,668,822,2024-04-02
8584967568,9901.96,1033,945,2024-05-01
7497733974,2461,297,504,2024-05-02
9730873450,4442.79,853,592,2024-06-05
9791779099,7079.49,1033,945,2023-08-06
10523914103,1130.43,623,694,2024-08-02
7319579802,8296.88,1033,945,2024-01-03
8688688198,7679.64,759,478,2022-05-05
5958274930,1180.78,153,154,2022-03-06
1043300758,7177.94,443,790,2025-01-04
1106907284,4252.08,385,384,2022-08-02
7424359578,7628.64,181,182,2022-02-03
3985764559,4381.47,292,293,2024-09-02
6575224031,1884.5,363,361,2023-01-03
2493135140,3767.64,297,459,2024-06-05
2246619529,455.87,539,572,2023-11-01
4480700078,3235.78,128,129,2024-06-01
2827547787,740.93,137,136,2022-02-03
2894977346,4977.53,246,247,2023-05-06
3079785748,4942.07,389,166,2025-01-01
3740879468,5851.09,961,696,2023-08-05
3696540731,3417.71,320,319,2022-09-01
8552093494,3948.95,489,806,2023-09-02
1892868076,824.67,183,181,2022-01-05
2702935877,1632.86,260,258,2022-05-04
7874452804,5105.02,961,696,2024-07-06
9534651649,1280.76,425,763,2022-11-01
8282950059,6791.25,421,632,2022-10-03
2431284727,7874.37,234,420,2022-11-01
4159111057,5500.25,1020,1021,2024-02-06
9651632492,7330.7,539,572,2022-08-06
10154821224,174.81,619,638,2022-10-02
5911364592,9488.2,357,358,2024-02-03
1065495748,7364.33,425,763,2023-04-04
8553541787,8970.27,47,46,2022-09-01
3710499973,8562.3,181,101,2024-02-06
3672493719,8548.17,986,982,2024-01-05
10234613286,6767.37,389,166,2023-01-03
8923771814,4907.59,47,46,2022-05-04
8328948583,2740.45,1029,1030,2022-11-05
6822108033,7263.75,627,184,2022-03-04
4542471765,1134.72,605,120,2024-11-02
6692905517,2198.36,542,540,2024-10-06
7986545346,4195.44,1096,939,2024-08-04
4746371142,1890.92,715,344,2023-08-02
9358395695,6770.71,826,1173,2025-01-06
6796597963,9437.6,940,1037,2024-01-01
1675985623,6299.26,421,632,2023-03-03
8329457710,2083.11,403,993,2022-11-04
6299444043,9121.33,1096,810,2024-01-02
7039428345,225.57,292,293,2022-06-04
8462291137,2317.8,975,974,2022-01-05
8298272535,3564.96,258,260,2023-01-05
2688441100,280.21,193,457,2022-04-06
5618705951,8033.02,128,129,2024-09-04
2013816643,9530.13,183,181,2024-08-03
6486940227,1740.03,541,542,2024-01-04
6162810213,4507.5,182,181,2024-10-01
3053700096,7478.43,258,260,2024-07-06
5460962822,5375.53,985,609,2022-06-06
7287698365,3411.11,229,268,2023-01-06
5663063132,3314.42,550,476,2025-01-06
4054364982,5914.2,357,356,2024-07-01
10187345437,3564.98,1127,1129,2022-09-04
6191492332,6756.74,971,493,2022-09-03
7458155408,7070.97,372,330,2023-05-01
7409792298,4048,425,59,2024-03-01
7814373692,7117.23,1009,1005,2024-11-03
3020746418,9511.82,613,583,2022-07-04
8264438916,3088.51,967,966,2025-01-02
3084271153,552.87,162,172,2023-02-02
1037376470,5537.89,308,309,2022-06-01
10904519886,9716.21,181,183,2023-06-01
7469809488,9727.7,1046,485,2024-05-01
10401628280,5251.06,260,258,2022-04-02
4860472973,3163.14,292,293,2022-09-01
10660771194,3508.15,181,101,2024-10-02
1669201708,684.39,1033,945,2022-02-03
10708494170,2701.76,183,181,2023-09-06
4742997540,9645.5,74,76,2024-11-06
1499023700,3337.51,1033,945,2022-07-05
9649374815,2763.13,1102,1103,2024-09-02
10788815676,3696.08,826,367,2022-04-04
9194301560,1751.34,425,763,2023-11-05
10596080180,8032.87,782,783,2022-10-02
2428447852,4432.4,390,167,2024-03-02
8432911029,1820.87,995,922,2022-04-01
3213363952,6642.83,88,347,2024-06-01
4430251615,5637.61,308,309,2023-01-04
2238907771,2044.68,181,180,2022-01-01
2466909117,5910.78,995,836,2022-08-03
6117694735,3146.15,756,757,2023-01-06
7351122957,4325.31,78,116,2024-07-02
9974902158,3530.56,191,241,2022-05-01
6712878131,9150.67,582,588,2025-01-06
7748625967,6656.36,47,46,2024-04-01
8536538326,6253.44,542,541,2024-11-01
5910820510,1826.92,985,1164,2023-07-02
2633811530,9344.26,308,309,2024-02-04
4617220162,7856.84,181,101,2024-01-05
1408115383,18.82,233,1160,2024-11-06
2637807259,889.69,473,569,2023-04-01
1781019181,1626.8,128,129,2023-01-02
10896658978,4711.63,605,419,2024-04-04
3655792438,3783.98,788,399,2022-01-02
6526440022,7402.69,627,184,2024-07-03
9359373512,9114.75,912,856,2025-01-01
6040057962,2315.15,1046,485,2024-02-03
6375739771,7241,978,464,2023-04-02
10102663764,1787.01,760,666,2022-01-01
9375581892,950.98,181,101,2023-11-01
2351440343,9363.51,841,350,2023-11-05
7420817310,4787.27,88,347,2022-06-01
7025277929,4781.88,305,437,2023-10-01
8917032119,8687.08,293,292,2024-11-01
10551243594,6649.88,610,652,2023-08-01
6272440794,622.21,1033,1008,2023-04-01
3045317254,5924.45,884,157,2024-07-04
9735486390,5289.12,779,449,2022-09-01
6793210877,4606.37,260,258,2023-02-06
5885084998,6539.55,473,569,2023-09-04
4548397165,2108.1,733,94,2022-05-01
5139104005,684.19,128,129,2024-10-01
6611534153,6707.17,357,356,2022-05-02
5713975297,9500.72,47,46,2023-11-06
8170979118,8520.49,260,258,2022-06-05
5853486480,8475.53,524,386,2022-06-02
7209104479,378.73,985,514,2024-06-01
2876705413,1537.65,324,835,2023-08-06
10916768561,7979.53,1065,1066,2023-01-04
2190191877,6956.03,788,399,2024-09-01
7266951355,9903.17,403,993,2023-08-01
1818077129,4704.16,1033,945,2024-03-04
6367591139,4714.08,413,554,2022-09-06
2759209572,2061.07,1033,945,2024-10-01
9240502254,6743.34,183,181,2022-06-04
9164092483,3646.9,563,173,2024-01-05
10335736335,2359.69,541,542,2023-09-01
10353297607,1834.46,297,1051,2023-05-05
2437670423,450.18,909,910,2023-04-03
9271707060,1787.66,1071,1120,2022-07-04
2945452858,4783.99,612,921,2023-04-05
2640221125,620.75,607,248,2022-02-04
2177192597,4633.06,573,304,2023-01-01
2135718941,1975.82,112,886,2022-08-05
9700722187,7552.88,261,262,2024-07-01
3223404619,5493.51,261,288,2022-11-03
7283411338,1661.74,541,542,2025-01-01
10586225318,6437.36,1029,354,2024-11-01
3635963243,7267.35,578,39,2024-04-02
3222915230,2713.47,384,385,2022-02-04
4603249746,2855.95,1014,900,2024-09-03
9742487910,5215.36,322,534,2022-08-04
3699216761,2961.53,815,1083,2022-06-05
9836595702,3390.29,29,30,2022-01-04
7121878343,2108.81,322,433,2023-03-04
1005556189,7146.12,539,572,2023-03-01
7656030033,9847.97,884,507,2025-01-06
10673973091,3134.82,826,1173,2023-03-05
6081726801,2272.44,1071,1120,2024-06-05
9079712211,4840.07,324,835,2023-03-05
4084372412,2721.21,551,924,2022-03-05
9743842119,6403.59,788,399,2022-03-06
1407243834,3226.7,855,415,2024-03-01
4803893852,6328.32,1075,1084,2024-02-01
7078531793,8684.25,305,465,2022-11-01
9436331251,2260.24,87,88,2023-06-02
5187643649,8525.15,262,288,2024-01-04
4828006240,2318.59,292,293,2022-08-05
8663317605,6200.67,182,181,2024-09-01
2763224833,1970.54,260,258,2022-06-04
8102177621,3299.1,258,260,2023-07-06
4376263913,7427.54,946,435,2023-10-01
8783899766,3394.05,582,26,2024-11-04
5222774412,8259.38,627,184,2023-01-06
5184843403,8050.46,597,697,2024-01-02
4788035872,3803.35,128,129,2024-05-01
2833716198,3379.02,492,872,2024-08-02
4123433141,9039.1,605,49,2022-08-01
4479178275,103.03,1107,1104,2022-04-01
4743978869,4995.54,733,723,2022-08-01
5139747361,1460.14,297,504,2023-07-05
8055104416,5580.39,183,181,2024-02-06
10296347227,5907.54,47,46,2022-09-01
3747679006,1358.76,1071,1120,2022-11-02
8571144366,5326.05,260,258,2023-04-05
10102069612,2018.74,261,262,2023-03-01
1009067762,8397.47,322,835,2022-09-05
1556926494,9043.56,262,1175,2022-05-01
5826380395,1337.01,181,182,2022-01-01
10931703350,9205.06,971,493,2023-08-03
3723649917,1750.59,421,632,2022-11-02
8307529778,2890.23,910,909,2024-02-02
2049215253,8693.23,627,747,2022-11-03
1376830790,7473.71,756,757,2022-05-02
2801771473,2974.7,612,920,2022-03-06
5367556840,5879.69,389,166,2024-04-03
4722901659,6888.96,403,1034,2024-01-04
4451239369,7300.1,1025,667,2023-08-02
7623431255,4087.72,715,344,2022-03-01
6167702393,851.55,183,181,2023-03-04
10251693331,1977.76,86,44,2022-01-01
2217371162,2269.81,193,457,2024-07-06
5312744379,7958.87,794,32,2023-10-04
9991639461,1809.86,551,924,2022-03-03
9983319301,1107.24,262,261,2023-09-02
5881105745,380.74,612,920,2022-07-02
10074538980,6936.41,322,835,2023-10-04
4391487108,5619.08,261,53,2022-11-04
7862170799,4188.94,280,279,2024-06-05
10076819350,4201.24,46,104,2023-04-04
2143319856,1403.66,612,1088,2022-01-05
4230555955,430.4,263,262,2023-10-02
9772670039,6253.8,978,464,2022-09-01
9232824313,5786.28,297,504,2024-06-01
10794731998,1982.18,524,386,2023-04-02
1661600387,6561.06,551,924,2022-03-01
7308451780,8546.32,308,309,2023-09-05
9916197516,5944.73,524,386,2024-10-05
7032022751,4583.46,389,1,2023-06-01
2055878493,104.85,542,540,2022-01-03
3636178564,7983.02,136,137,2023-01-05
10645544930,1593.03,47,46,2023-01-03
7577439114,32.53,260,258,2023-06-01
2892140803,3014.35,128,129,2024-04-02
4686310401,9385.11,298,504,2024-09-03
6375120140,7081.33,234,420,2024-01-05
5969744877,1567.8,128,129,2023-06-02
8464555966,597.96,909,910,2024-06-03
10880190871,1622.21,1031,1043,2022-01-06
3790613032,9514.8,706,641,2023-01-01
7751374711,5676.82,246,247,2024-01-06
3675909125,2509.37,1014,343,2022-09-04
1636181909,6317.56,297,504,2023-11-02
1433421739,111.55,1096,939,2023-07-02
7174794095,2682.79,779,28,2023-04-03
2222080354,1901.66,86,321,2023-02-01
1435467176,9044.74,1033,945,2024-02-04
2227671623,8226.76,678,704,2023-01-02
6220761493,6161.39,582,588,2022-07-02
3361228644,3666.64,489,806,2022-10-03
5383408656,7734.18,421,632,2022-01-04
1339925599,6037.16,957,685,2024-06-03
9676992440,4913.8,542,540,2023-04-02
2597118452,28.4,193,791,2022-08-04
6743111950,2279.04,788,196,2024-07-03
6133835469,7901.24,271,428,2022-04-03
2847206942,683.86,373,224,2022-09-06
8392907458,1111.47,183,181,2024-09-01
9924124662,7483.25,627,184,2022-01-04
7411883634,9664,372,296,2022-01-01
9560381418,9634.64,322,433,2022-10-01
7679888589,2003.11,524,386,2022-08-01
9143076799,1707.64,181,183,2022-02-04
3603659409,6551.78,128,129,2022-07-06
9224839544,4727.19,1082,341,2024-06-02
4753921733,9277.84,363,361,2022-09-01
8274902554,1572.85,403,993,2022-01-05
9703126582,5762.63,855,802,2025-01-01
1941826208,5356.32,298,459,2023-07-05
7704049389,2479.54,668,822,2024-01-01
4675969129,5341.94,610,801,2024-01-03
10418517585,6847.72,627,866,2023-03-01
1971995909,3240.33,690,764,2022-02-06
8902515597,4131.62,183,101,2022-06-01
2961794667,1653.32,637,917,2024-03-01
8432424052,4584.85,627,184,2024-09-03
9618421347,6902.28,297,504,2024-04-05
7042832627,1950.03,182,180,2024-04-05
5903504641,3392.18,772,64,2025-01-01
9075828189,3186.31,744,1000,2022-06-03
10866991808,4769.04,1144,1143,2022-03-04
1413102076,8826.65,859,839,2024-05-01
5202397426,3933.11,47,46,2023-05-03
2295459361,3507.44,612,1077,2023-03-01
4573047533,4984.95,425,59,2024-01-03
3000217906,2025.67,582,598,2023-02-04
10492029287,3175.65,319,318,2024-10-06
2787076702,3423.48,183,181,2024-10-01
4099911125,5314.73,403,787,2022-06-03
10055687475,421.2,297,504,2024-06-04
10144918810,7354.88,539,572,2024-04-03
8129736844,7744.96,1063,1162,2024-01-06
5150615176,5161.62,1033,945,2024-01-01
3553387146,4975.69,1033,945,2023-01-03
1762265817,513.12,550,476,2025-01-01
4348237088,5480.37,619,638,2022-02-05
3759146821,8834.59,745,744,2024-03-02
9173660167,5245.94,181,101,2022-11-01
1044533763,8736.03,542,541,2023-06-01
8119888050,1644.25,946,651,2023-02-03
5230085750,7740.22,258,260,2024-02-03
6206594549,41.86,971,838,2023-09-01
2211812635,6582.5,331,892,2024-01-01
3103948977,8413.67,18,79,2024-01-05
3277799946,9791.65,907,1036,2024-07-02
6249600226,9629.83,271,307,2024-01-06
5164933144,2530.15,979,978,2022-01-04
2866008163,877.92,1121,649,2022-04-03
3308485666,8002.71,181,101,2024-07-05
10776282477,9948.62,744,745,2022-04-05
4502401481,1821.97,112,48,2022-08-03
7128644852,7023.62,1119,1161,2024-04-01
6707190641,7861.31,181,182,2024-07-06
10216441563,8654.88,610,652,2024-03-01
7029185107,4334.77,193,791,2025-01-02
3340992206,6084.95,986,982,2022-08-05
3860820612,2452.08,524,386,2022-07-03
6022883620,4177.46,47,46,2024-05-01
1518278056,6615.94,946,651,2023-06-06
8895644667,5108.56,320,319,2023-07-05
8090272545,467.54,855,802,2022-01-01
7461143162,2799.14,331,892,2023-01-01
9686569325,4078.97,293,292,2024-05-02
2227678249,1860.16,47,46,2023-07-02
10678796288,4240.5,363,444,2023-01-01
5589645404,86.24,1033,945,2024-10-01
2580207645,9906.92,260,258,2023-09-01
5031263186,7442.36,128,129,2023-04-03
10945237272,8568.19,322,324,2023-10-02
10327066500,4462.8,635,387,2024-10-03
7232246059,1474.21,357,356,2022-11-06
9079553312,7652.07,262,261,2023-07-02
3763688148,197.6,524,630,2024-09-05
6342947719,4651.83,893,1170,2023-10-05
1548436785,1083.05,627,866,2022-01-01
2033357212,6432.48,193,457,2023-02-02
3436042249,3875.49,322,203,2022-01-05
2231980179,8693.82,612,920,2022-04-01
1107146552,6601.19,29,30,2023-11-06
9093152410,8386.27,141,114,2023-01-05
9144545352,6027.22,78,116,2023-11-04
3020858911,9629.95,262,261,2023-10-03
2879358269,2654.64,181,182,2023-08-05
2919003414,6614.29,1033,1008,2022-05-03
10804785308,4272.6,550,476,2023-02-04
6399556379,7108.95,1033,945,2022-02-04
6102606680,9851.61,340,739,2024-05-01
9759915390,5401.78,1033,1008,2024-05-01
4463430476,4786.62,86,228,2022-06-06
10259970843,5808.82,128,129,2024-11-05
8773332054,5037.43,47,46,2024-06-05
7781975758,1817.48,425,799,2022-04-04
1431959689,6431.89,492,872,2023-11-02
1325681753,2948.75,47,46,2024-10-02
3588999300,4106.5,297,504,2022-06-04
10599508174,38.06,1033,1008,2024-10-02
1768517349,9447.02,182,181,2025-01-03
8207141379,1102.79,359,774,2024-05-02
10876276229,5050.84,627,151,2023-07-06
9647808359,9137.63,279,42,2022-10-04
6830266602,4789.43,207,1019,2024-11-02
1779586098,3376.22,271,307,2023-04-04
5752214218,192.34,258,260,2022-10-01
8142826015,3417.73,47,46,2023-02-03
3425552978,6340.14,309,308,2024-05-05
1955785938,5286.33,541,540,2024-04-04
5066739059,9802.02,855,802,2023-03-01
4611788275,6840.91,259,258,2023-03-05
5211536548,7825.04,246,247,2022-10-01
9363721849,6525.89,910,909,2022-03-05
8992216916,2643.44,298,297,2024-11-04
7761025421,5349.42,876,877,2022-03-05
9742245327,9948.56,141,132,2024-05-01
7495303829,9217.65,983,989,2023-08-03
3090206616,4277.73,744,745,2022-08-04
1866340019,4460.63,524,630,2024-05-04
8510089937,4796.16,260,258,2024-02-02
7031924164,2915.99,128,751,2023-03-02
4369609889,8314.54,742,220,2022-05-05
4167855806,464.83,271,307,2023-01-03
7824165164,3624.68,352,257,2023-01-01
6579901202,2412.97,742,720,2024-06-02
3796287053,1521.88,279,280,2025-01-02
1597398917,539.31,1030,1029,2023-08-04
10385774443,218.89,390,146,2024-02-04
8167215292,291.85,607,145,2022-10-02
9649704995,5475.65,910,909,2022-05-03
10025842581,9677.87,909,910,2022-06-04
9313659004,9552.77,298,504,2023-07-01
10874931612,7091.77,260,258,2022-09-04
10809047469,872.76,162,172,2023-07-03
10835532637,9826.49,1144,1143,2024-05-04
6619123548,5458.25,261,186,2023-06-05
2776796093,9356.01,376,601,2023-01-01
10278078637,329.97,297,504,2023-11-01
1448800595,9745.92,742,720,2024-05-03
1823466805,11.86,582,598,2022-02-01
7640554194,9926.6,331,954,2024-06-02
6575199418,1146.59,122,124,2024-01-01
1813577242,2723.72,473,569,2023-01-02
4697012640,6480.65,971,838,2022-01-01
10288790441,5280.16,123,124,2022-10-02
2409395505,8191.67,1097,716,2022-11-05
1553870195,6560.22,260,258,2023-01-01
8189207809,1467.9,1148,703,2022-01-02
4589172980,6274.93,985,609,2023-06-01
8445034291,1158.82,1033,1008,2024-06-03
5671115354,134.82,637,917,2024-09-01
3010684835,1352.01,260,258,2023-04-05
2127031697,3596.9,1033,1008,2025-01-05
3744328762,1927.91,907,798,2024-01-06
9582156805,3409.11,772,64,2023-02-01
8130493421,4561.23,425,59,2024-01-01
6418589814,270.79,111,31,2022-03-02
7144338984,2515.96,855,802,2024-04-03
4672496071,6101.7,967,966,2022-08-01
4886164479,4881.99,425,763,2022-03-01
1760879369,7026.66,742,720,2022-09-01
6318481444,9291.13,627,184,2025-01-02
7151133169,8144.98,389,166,2022-07-06
2658119335,6115.85,580,336,2025-01-01
8297383225,1270.15,292,293,2022-04-06
9425416885,2898.85,74,76,2023-04-01
6202706825,9731.7,233,972,2024-02-06
6055774407,731.49,298,504,2023-02-01
8330544594,6131.15,47,46,2024-01-03
10221961336,38.05,986,769,2022-07-02
8357733374,2557.64,297,1053,2024-09-02
7450968316,2297.77,582,598,2024-10-03
6910468686,3173.51,1119,1161,2024-03-01
3186771232,570.75,47,46,2023-09-03
6561185899,258.42,1033,1008,2023-01-02
2952573360,7648.97,322,433,2024-02-01
2749002685,3590.42,182,181,2024-03-04
10635466088,3735.92,1033,945,2023-02-01
4370504599,9324.87,659,535,2023-10-01
3553824940,3238.6,323,324,2024-02-02
9587575898,9386.68,745,744,2024-09-06
7804853519,2784.71,541,542,2022-08-06
1378049236,67.66,1089,1165,2024-01-01
3168194191,5867.69,305,465,2024-03-06
5411945774,4028.17,1033,945,2022-11-05
4908599274,5884.95,659,661,2022-10-02
1189511521,1619.34,331,892,2024-09-02
3106953691,5449.19,47,46,2023-02-03
7091711705,4470.23,275,274,2024-06-06
2175515089,5844.4,757,756,2022-01-06
4629751889,5824.79,1071,1120,2023-01-04
2615404241,4630.02,260,258,2022-03-06
3878083286,4522.51,946,651,2022-01-03
5946731580,4883.99,524,386,2022-07-06
2420471194,3455.35,112,886,2025-01-06
2459706422,9745.73,1148,85,2023-11-04
3112561669,4487.75,183,181,2023-03-03
9402230336,5384.01,582,598,2025-01-01
4123869204,7649.21,183,181,2024-09-01
1692901714,3701.48,182,181,2023-01-04
1730997479,1213.44,760,666,2022-06-02
9815713842,2762.72,260,258,2023-02-01
5951583355,1017.62,627,184,2022-10-04
10711183252,2141.7,1009,1005,2022-09-01
1161511499,2100.99,246,247,2023-10-05
3477680120,1551.35,260,258,2023-11-01
10719469537,9771.42,821,134,2025-01-04
8367340348,6561.31,1014,900,2022-04-06
2665326411,9170.19,661,659,2024-05-03
7562586534,901.88,1089,1165,2022-05-03
2852187325,9844.92,308,309,2023-07-02
1371026066,8912.96,605,49,2024-07-06
2490905965,9770.08,492,872,2022-11-03
10470083258,7421.55,539,572,2024-06-02
3571245848,677.14,297,459,2022-01-04
6525788072,9180.21,1033,945,2025-01-01
7048845452,5761.13,986,982,2023-01-03
1727491694,9601.85,201,202,2024-01-04
5840927228,5897.27,262,33,2025-01-06
8459901441,564.01,331,892,2023-01-04
6278558798,1694.77,1075,575,2023-11-02
7052816964,490.84,363,346,2023-05-01
4954952530,5246.55,605,49,2022-10-03
5410920638,6393.45,389,166,2024-03-04
3395052931,2808.75,957,727,2023-06-06
3840213708,9884.71,183,181,2022-09-01
7983336262,6954.31,971,493,2022-01-01
1894372798,436.33,363,361,2023-01-02
10011013484,4919.51,17,724,2023-02-01
10646290476,1399.64,47,46,2022-05-06
7820425519,8599.55,961,696,2024-10-01
2654799727,1071.04,88,65,2024-01-06
10897618160,7520.13,1031,1043,2024-08-01
2343957512,3400.26,757,756,2022-07-03
10266386050,833.17,607,518,2025-01-02
4851782052,2534.07,308,309,2024-08-04
9999981785,5487.22,573,304,2023-07-03
5480861935,5000.91,47,46,2023-11-01
4259873915,8117.38,637,917,2024-10-01
1172143580,8982.33,946,904,2023-02-04
4723797076,4517,1107,1104,2022-10-06
3775201231,6506.73,128,129,2023-03-06
2321764588,9557.37,853,592,2023-01-01
4166822747,3028.32,826,1173,2023-03-02
2004667468,157.48,986,982,2022-07-06
8018817868,3553.29,1033,1008,2024-04-01
1528102232,4679.65,759,700,2022-08-06
7410073314,3622.8,47,46,2024-04-01
6122671323,1914.77,193,457,2023-10-03
1471360112,3961.53,229,830,2024-10-01
4607428555,189.51,1033,1008,2022-09-03
9298353150,6991.67,128,129,2022-11-01
7979304203,6842.13,384,382,2024-01-01
4629601472,4831.64,760,666,2022-09-06
7311824933,2310.27,860,963,2022-03-01
8540906625,3919.52,542,540,2023-01-01
6604754526,0.62,322,203,2023-01-03
9426072237,185.43,971,493,2023-02-01
2155992867,2560.39,357,356,2023-01-01
10372320006,5704.42,279,280,2024-01-03
10230949271,1328.21,542,540,2024-02-01
5220073657,9136.79,933,448,2024-07-04
7080272319,8909.91,582,588,2023-02-04
1291043367,9498.98,234,766,2022-06-01
10331687349,2261.79,47,46,2023-02-01
3905081917,3362.23,389,166,2022-11-04
8504345237,9008.02,229,355,2022-06-04
4967043078,7102.92,910,909,2022-09-02
9197108594,2623.36,192,553,2023-06-02
5453554135,9450.23,550,476,2023-06-06
1759262553,7581.54,112,886,2022-10-05
6155253995,2507.84,223,669,2024-03-06
4899507609,9517.54,489,806,2023-07-06
2773369484,3211.62,580,336,2023-01-01
4691846328,4996.3,1071,1120,2022-01-06
2180133070,6094.01,605,506,2024-08-02
8715713996,990.76,111,213,2024-07-04
6654798508,8786.94,757,756,2024-03-01
3799950046,9296.16,246,247,2025-01-01
5409793806,6116.9,258,260,2024-02-03
10330423117,3332.59,260,258,2023-07-02
5942750795,6696.73,541,542,2022-08-05
10238100657,6188.81,183,180,2024-11-04
8174451399,2573.89,191,241,2025-01-04
3110936096,280.73,402,445,2024-03-02
4183299445,1940.24,260,258,2023-06-01
4199173657,4249.5,627,184,2023-02-03
9010170336,5153.59,279,42,2024-01-04
3789152097,1526.42,107,414,2022-08-01
8290579911,9554.01,234,420,2025-01-03
1621961110,5164.87,331,892,2022-09-06
9564552267,7967.73,261,262,2022-08-06
2850821501,7046.93,563,173,2021-11-05
5696874466,8335.57,610,801,2023-04-02
10662215474,2866.96,620,1048,2023-04-02
8123934827,7950.65,957,685,2024-07-02
3763524238,2877.68,379,832,2022-05-03
2706707779,9365.97,260,258,2023-07-01
4115837357,911.37,331,954,2023-08-01
7230964978,3504.98,181,180,2023-07-04
3743919689,90.73,297,504,2024-10-01
9689661826,4825.6,853,592,2022-01-01
8181619095,2923.62,659,660,2022-09-06
4503200364,2685.91,262,261,2023-03-02
6375683239,3849.52,271,428,2022-03-04
